=== Starting training: SEED=42 RUN_ID=awq_seed42_20260429_050241 ===
=== Artifact dir: /workspace/pargolf-work/runs/awq_seed42_20260429_050241 ===
=== NPROC=8 ===
W0429 05:02:42.809000 90934 torch/distributed/run.py:803] 
W0429 05:02:42.809000 90934 torch/distributed/run.py:803] *****************************************
W0429 05:02:42.809000 90934 torch/distributed/run.py:803] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0429 05:02:42.809000 90934 torch/distributed/run.py:803] *****************************************
Hyperparameters:
  adam_eps: 1e-08
tttg: c16/289 lr:0.000993 t:1.0s
tttg: c17/289 lr:0.000992 t:1.1s
tttg: c18/289 lr:0.000991 t:1.2s
tttg: c19/289 lr:0.000990 t:1.2s
tttg: c20/289 lr:0.000989 t:1.3s
tttg: c21/289 lr:0.000988 t:1.4s
tttg: c22/289 lr:0.000987 t:1.4s
tttg: c23/289 lr:0.000986 t:1.5s
tttg: c24/289 lr:0.000984 t:1.6s
tttg: c25/289 lr:0.000983 t:1.6s
tttg: c26/289 lr:0.000982 t:1.7s
tttg: c27/289 lr:0.000980 t:1.8s
tttg: c28/289 lr:0.000978 t:1.8s
tttg: c29/289 lr:0.000977 t:1.9s
tttg: c30/289 lr:0.000975 t:2.0s
tttg: c31/289 lr:0.000973 t:2.0s
tttg: c32/289 lr:0.000972 t:2.1s
tttg: c33/289 lr:0.000970 t:2.2s
tttg: c34/289 lr:0.000968 t:2.2s
tttg: c35/289 lr:0.000966 t:2.3s
tttg: c36/289 lr:0.000964 t:2.4s
tttg: c37/289 lr:0.000962 t:2.4s
tttg: c38/289 lr:0.000960 t:2.5s
tttg: c39/289 lr:0.000958 t:2.5s
tttg: c40/289 lr:0.000955 t:2.6s
tttg: c41/289 lr:0.000953 t:2.7s
tttg: c42/289 lr:0.000951 t:2.7s
tttg: c43/289 lr:0.000948 t:2.8s
tttg: c44/289 lr:0.000946 t:2.9s
tttg: c45/289 lr:0.000944 t:2.9s
tttg: c46/289 lr:0.000941 t:3.0s
tttg: c47/289 lr:0.000938 t:3.1s
tttg: c48/289 lr:0.000936 t:3.1s
tttg: c49/289 lr:0.000933 t:3.2s
tttg: c50/289 lr:0.000930 t:3.3s
tttg: c51/289 lr:0.000927 t:3.3s
tttg: c52/289 lr:0.000925 t:3.4s
tttg: c53/289 lr:0.000922 t:3.5s
tttg: c54/289 lr:0.000919 t:3.5s
tttg: c55/289 lr:0.000916 t:3.6s
tttg: c56/289 lr:0.000913 t:3.7s
tttg: c57/289 lr:0.000910 t:3.7s
tttg: c58/289 lr:0.000906 t:3.8s
tttg: c59/289 lr:0.000903 t:3.9s
tttg: c60/289 lr:0.000900 t:3.9s
tttg: c61/289 lr:0.000897 t:4.0s
tttg: c62/289 lr:0.000893 t:4.1s
tttg: c63/289 lr:0.000890 t:4.1s
tttg: c64/289 lr:0.000887 t:4.2s
tttg: c65/289 lr:0.000883 t:4.3s
tttg: c66/289 lr:0.000879 t:4.3s
tttg: c67/289 lr:0.000876 t:4.4s
tttg: c68/289 lr:0.000872 t:4.4s
tttg: c69/289 lr:0.000869 t:4.5s
tttg: c70/289 lr:0.000865 t:4.6s
tttg: c71/289 lr:0.000861 t:4.6s
tttg: c72/289 lr:0.000857 t:4.7s
tttg: c73/289 lr:0.000854 t:4.8s
tttg: c74/289 lr:0.000850 t:4.8s
tttg: c75/289 lr:0.000846 t:4.9s
tttg: c76/289 lr:0.000842 t:5.0s
tttg: c77/289 lr:0.000838 t:5.0s
tttg: c78/289 lr:0.000834 t:5.1s
tttg: c79/289 lr:0.000830 t:5.2s
tttg: c80/289 lr:0.000826 t:5.2s
tttg: c81/289 lr:0.000821 t:5.3s
tttg: c82/289 lr:0.000817 t:5.4s
tttg: c83/289 lr:0.000813 t:5.4s
tttg: c84/289 lr:0.000809 t:5.5s
tttg: c85/289 lr:0.000804 t:5.6s
tttg: c86/289 lr:0.000800 t:5.6s
tttg: c87/289 lr:0.000796 t:5.7s
tttg: c88/289 lr:0.000791 t:5.7s
tttg: c89/289 lr:0.000787 t:5.8s
tttg: c90/289 lr:0.000782 t:5.9s
tttg: c91/289 lr:0.000778 t:5.9s
tttg: c92/289 lr:0.000773 t:6.0s
tttg: c93/289 lr:0.000769 t:6.1s
tttg: c94/289 lr:0.000764 t:6.1s
tttg: c95/289 lr:0.000759 t:6.2s
tttg: c96/289 lr:0.000755 t:6.3s
tttg: c97/289 lr:0.000750 t:6.3s
tttg: c98/289 lr:0.000745 t:6.4s
tttg: c99/289 lr:0.000740 t:6.5s
tttg: c100/289 lr:0.000736 t:6.5s
tttg: c101/289 lr:0.000731 t:6.6s
tttg: c102/289 lr:0.000726 t:6.7s
tttg: c103/289 lr:0.000721 t:6.7s
tttg: c104/289 lr:0.000716 t:6.8s
tttg: c105/289 lr:0.000711 t:6.9s
tttg: c106/289 lr:0.000706 t:6.9s
tttg: c107/289 lr:0.000701 t:7.0s
tttg: c108/289 lr:0.000696 t:7.0s
tttg: c109/289 lr:0.000691 t:7.1s
tttg: c110/289 lr:0.000686 t:7.2s
tttg: c111/289 lr:0.000681 t:7.3s
tttg: c112/289 lr:0.000676 t:7.3s
tttg: c113/289 lr:0.000671 t:7.4s
tttg: c114/289 lr:0.000666 t:7.4s
tttg: c115/289 lr:0.000661 t:7.5s
tttg: c116/289 lr:0.000656 t:7.6s
tttg: c117/289 lr:0.000650 t:7.6s
tttg: c118/289 lr:0.000645 t:7.7s
tttg: c119/289 lr:0.000640 t:7.8s
tttg: c120/289 lr:0.000635 t:7.8s
tttg: c121/289 lr:0.000629 t:7.9s
tttg: c122/289 lr:0.000624 t:8.0s
tttg: c123/289 lr:0.000619 t:8.0s
tttg: c124/289 lr:0.000614 t:8.1s
tttg: c125/289 lr:0.000608 t:8.2s
tttg: c126/289 lr:0.000603 t:8.2s
tttg: c127/289 lr:0.000598 t:8.3s
tttg: c128/289 lr:0.000592 t:8.4s
tttg: c129/289 lr:0.000587 t:8.4s
tttg: c130/289 lr:0.000581 t:8.5s
tttg: c131/289 lr:0.000576 t:8.6s
tttg: c132/289 lr:0.000571 t:8.6s
tttg: c133/289 lr:0.000565 t:8.7s
tttg: c134/289 lr:0.000560 t:8.7s
tttg: c135/289 lr:0.000554 t:8.8s
tttg: c136/289 lr:0.000549 t:8.9s
tttg: c137/289 lr:0.000544 t:8.9s
tttg: c138/289 lr:0.000538 t:9.0s
tttg: c139/289 lr:0.000533 t:9.1s
tttg: c140/289 lr:0.000527 t:9.1s
tttg: c141/289 lr:0.000522 t:9.2s
tttg: c142/289 lr:0.000516 t:9.3s
tttg: c143/289 lr:0.000511 t:9.3s
tttg: c144/289 lr:0.000505 t:9.4s
tttg: c145/289 lr:0.000500 t:9.5s
tttg: c146/289 lr:0.000495 t:9.5s
tttg: c147/289 lr:0.000489 t:9.6s
tttg: c148/289 lr:0.000484 t:9.7s
tttg: c149/289 lr:0.000478 t:9.7s
tttg: c150/289 lr:0.000473 t:9.8s
tttg: c151/289 lr:0.000467 t:9.8s
tttg: c152/289 lr:0.000462 t:9.9s
tttg: c153/289 lr:0.000456 t:10.0s
tttg: c154/289 lr:0.000451 t:10.0s
tttg: c155/289 lr:0.000446 t:10.1s
tttg: c156/289 lr:0.000440 t:10.2s
tttg: c157/289 lr:0.000435 t:10.2s
tttg: c158/289 lr:0.000429 t:10.3s
tttg: c159/289 lr:0.000424 t:10.4s
tttg: c160/289 lr:0.000419 t:10.4s
tttg: c161/289 lr:0.000413 t:10.5s
tttg: c162/289 lr:0.000408 t:10.6s
tttg: c163/289 lr:0.000402 t:10.6s
tttg: c164/289 lr:0.000397 t:10.7s
tttg: c165/289 lr:0.000392 t:10.8s
tttg: c166/289 lr:0.000386 t:10.8s
tttg: c167/289 lr:0.000381 t:10.9s
tttg: c168/289 lr:0.000376 t:11.0s
tttg: c169/289 lr:0.000371 t:11.0s
tttg: c170/289 lr:0.000365 t:11.1s
tttg: c171/289 lr:0.000360 t:11.2s
tttg: c172/289 lr:0.000355 t:11.2s
tttg: c173/289 lr:0.000350 t:11.3s
tttg: c174/289 lr:0.000344 t:11.3s
tttg: c175/289 lr:0.000339 t:11.4s
tttg: c176/289 lr:0.000334 t:11.5s
tttg: c177/289 lr:0.000329 t:11.5s
tttg: c178/289 lr:0.000324 t:11.6s
tttg: c179/289 lr:0.000319 t:11.7s
tttg: c180/289 lr:0.000314 t:11.7s
tttg: c181/289 lr:0.000309 t:11.8s
tttg: c182/289 lr:0.000304 t:11.9s
tttg: c183/289 lr:0.000299 t:11.9s
tttg: c184/289 lr:0.000294 t:12.0s
tttg: c185/289 lr:0.000289 t:12.1s
tttg: c186/289 lr:0.000284 t:12.1s
tttg: c187/289 lr:0.000279 t:12.2s
tttg: c188/289 lr:0.000274 t:12.3s
tttg: c189/289 lr:0.000269 t:12.3s
tttg: c190/289 lr:0.000264 t:12.4s
tttg: c191/289 lr:0.000260 t:12.5s
tttg: c192/289 lr:0.000255 t:12.5s
tttg: c193/289 lr:0.000250 t:12.6s
tttg: c194/289 lr:0.000245 t:12.7s
tttg: c195/289 lr:0.000241 t:12.7s
tttg: c196/289 lr:0.000236 t:12.8s
tttg: c197/289 lr:0.000231 t:12.9s
tttg: c198/289 lr:0.000227 t:12.9s
tttg: c199/289 lr:0.000222 t:13.0s
tttg: c200/289 lr:0.000218 t:13.0s
tttg: c201/289 lr:0.000213 t:13.1s
tttg: c202/289 lr:0.000209 t:13.2s
tttg: c203/289 lr:0.000204 t:13.2s
tttg: c204/289 lr:0.000200 t:13.3s
tttg: c205/289 lr:0.000196 t:13.4s
tttg: c206/289 lr:0.000191 t:13.4s
tttg: c207/289 lr:0.000187 t:13.5s
tttg: c208/289 lr:0.000183 t:13.6s
tttg: c209/289 lr:0.000179 t:13.6s
tttg: c210/289 lr:0.000174 t:13.7s
tttg: c211/289 lr:0.000170 t:13.8s
tttg: c212/289 lr:0.000166 t:13.8s
tttg: c213/289 lr:0.000162 t:13.9s
tttg: c214/289 lr:0.000158 t:14.0s
tttg: c215/289 lr:0.000154 t:14.0s
tttg: c216/289 lr:0.000150 t:14.1s
tttg: c217/289 lr:0.000146 t:14.1s
tttg: c218/289 lr:0.000143 t:14.2s
tttg: c219/289 lr:0.000139 t:14.3s
tttg: c220/289 lr:0.000135 t:14.3s
tttg: c221/289 lr:0.000131 t:14.4s
tttg: c222/289 lr:0.000128 t:14.5s
tttg: c223/289 lr:0.000124 t:14.5s
tttg: c224/289 lr:0.000121 t:14.6s
tttg: c225/289 lr:0.000117 t:14.7s
tttg: c226/289 lr:0.000113 t:14.7s
tttg: c227/289 lr:0.000110 t:14.8s
tttg: c228/289 lr:0.000107 t:14.9s
tttg: c229/289 lr:0.000103 t:14.9s
tttg: c230/289 lr:0.000100 t:15.0s
tttg: c231/289 lr:0.000097 t:15.1s
tttg: c232/289 lr:0.000094 t:15.1s
tttg: c233/289 lr:0.000090 t:15.2s
tttg: c234/289 lr:0.000087 t:15.3s
tttg: c235/289 lr:0.000084 t:15.3s
tttg: c236/289 lr:0.000081 t:15.4s
tttg: c237/289 lr:0.000078 t:15.4s
tttg: c238/289 lr:0.000075 t:15.5s
tttg: c239/289 lr:0.000073 t:15.6s
tttg: c240/289 lr:0.000070 t:15.6s
tttg: c241/289 lr:0.000067 t:15.7s
tttg: c242/289 lr:0.000064 t:15.8s
tttg: c243/289 lr:0.000062 t:15.8s
tttg: c244/289 lr:0.000059 t:15.9s
tttg: c245/289 lr:0.000056 t:16.0s
tttg: c246/289 lr:0.000054 t:16.0s
tttg: c247/289 lr:0.000052 t:16.1s
tttg: c248/289 lr:0.000049 t:16.2s
tttg: c249/289 lr:0.000047 t:16.2s
tttg: c250/289 lr:0.000045 t:16.3s
tttg: c251/289 lr:0.000042 t:16.4s
tttg: c252/289 lr:0.000040 t:16.4s
tttg: c253/289 lr:0.000038 t:16.5s
tttg: c254/289 lr:0.000036 t:16.6s
tttg: c255/289 lr:0.000034 t:16.6s
tttg: c256/289 lr:0.000032 t:16.7s
tttg: c257/289 lr:0.000030 t:16.7s
tttg: c258/289 lr:0.000028 t:16.8s
tttg: c259/289 lr:0.000027 t:16.9s
tttg: c260/289 lr:0.000025 t:16.9s
tttg: c261/289 lr:0.000023 t:17.0s
tttg: c262/289 lr:0.000022 t:17.1s
tttg: c263/289 lr:0.000020 t:17.1s
tttg: c264/289 lr:0.000018 t:17.2s
tttg: c265/289 lr:0.000017 t:17.3s
tttg: c266/289 lr:0.000016 t:17.3s
tttg: c267/289 lr:0.000014 t:17.4s
tttg: c268/289 lr:0.000013 t:17.5s
tttg: c269/289 lr:0.000012 t:17.5s
tttg: c270/289 lr:0.000011 t:17.6s
tttg: c271/289 lr:0.000010 t:17.7s
tttg: c272/289 lr:0.000009 t:17.7s
tttg: c273/289 lr:0.000008 t:17.8s
tttg: c274/289 lr:0.000007 t:17.9s
tttg: c275/289 lr:0.000006 t:17.9s
tttg: c276/289 lr:0.000005 t:18.0s
tttg: c277/289 lr:0.000004 t:18.1s
tttg: c278/289 lr:0.000004 t:18.1s
tttg: c279/289 lr:0.000003 t:18.2s
tttg: c280/289 lr:0.000002 t:18.3s
tttg: c281/289 lr:0.000002 t:18.3s
tttg: c282/289 lr:0.000001 t:18.4s
tttg: c283/289 lr:0.000001 t:18.5s
tttg: c284/289 lr:0.000001 t:18.5s
tttg: c285/289 lr:0.000000 t:18.6s
tttg: c286/289 lr:0.000000 t:18.6s
tttg: c287/289 lr:0.000000 t:18.7s
tttg: c288/289 lr:0.000000 t:18.8s
ttpr: phase:3/3 t:295.6s
ttp: b728/782 bl:2.3646 bb:1.0825 rl:2.3005 rb:1.0653 dl:2306-2324 gd:1
ttp: b726/782 bl:2.3332 bb:1.0378 rl:2.3024 rb:1.0637 dl:2254-2276 gd:1
ttp: b718/782 bl:2.2929 bb:1.0291 rl:2.3019 rb:1.0619 dl:2089-2106 gd:1
ttp: b708/782 bl:2.3094 bb:1.0330 rl:2.3022 rb:1.0606 dl:1924-1937 gd:1
ttp: b698/782 bl:2.2507 bb:1.0302 rl:2.3002 rb:1.0594 dl:1803-1814 gd:1
ttp: b694/782 bl:2.3095 bb:1.0561 rl:2.3006 rb:1.0593 dl:1758-1769 gd:1
ttp: b683/782 bl:2.2743 bb:1.0587 rl:2.2997 rb:1.0592 dl:1646-1657 gd:1
ttp: b676/782 bl:2.3351 bb:1.0503 rl:2.3008 rb:1.0590 dl:1586-1595 gd:1
ttp: b664/782 bl:2.3405 bb:1.0272 rl:2.3019 rb:1.0580 dl:1493-1499 gd:1
ttp: b656/782 bl:2.3266 bb:1.1099 rl:2.3026 rb:1.0593 dl:1439-1445 gd:1
ttp: b649/782 bl:2.2869 bb:1.0168 rl:2.3022 rb:1.0582 dl:1392-1398 gd:1
ttp: b640/782 bl:2.3097 bb:1.0522 rl:2.3024 rb:1.0581 dl:1337-1343 gd:1
ttp: b639/782 bl:2.3156 bb:1.0341 rl:2.3027 rb:1.0575 dl:1331-1337 gd:1
ttp: b630/782 bl:2.3257 bb:1.0404 rl:2.3032 rb:1.0571 dl:1280-1285 gd:1
ttp: b622/782 bl:2.2625 bb:1.0335 rl:2.3023 rb:1.0567 dl:1237-1243 gd:1
ttp: b612/782 bl:2.2380 bb:1.0139 rl:2.3011 rb:1.0558 dl:1186-1190 gd:1
ttp: b605/782 bl:2.2518 bb:1.0269 rl:2.3002 rb:1.0553 dl:1154-1159 gd:1
ttp: b593/782 bl:2.2939 bb:1.0126 rl:2.3001 rb:1.0545 dl:1103-1107 gd:1
ttp: b584/782 bl:2.3000 bb:1.0399 rl:2.3001 rb:1.0543 dl:1064-1069 gd:1
ttp: b576/782 bl:2.3787 bb:1.0941 rl:2.3013 rb:1.0549 dl:1033-1037 gd:1
ttp: b570/782 bl:2.3526 bb:1.0538 rl:2.3021 rb:1.0549 dl:1010-1014 gd:1
ttp: b561/782 bl:2.2486 bb:1.0143 rl:2.3013 rb:1.0543 dl:979-983 gd:1
ttp: b554/782 bl:2.4295 bb:1.0937 rl:2.3031 rb:1.0548 dl:955-959 gd:1
ttp: b550/782 bl:2.3654 bb:1.0583 rl:2.3039 rb:1.0549 dl:943-946 gd:1
ttp: b542/782 bl:2.3289 bb:1.0400 rl:2.3043 rb:1.0547 dl:918-921 gd:1
ttp: b533/782 bl:2.3751 bb:1.0685 rl:2.3051 rb:1.0549 dl:890-892 gd:1
ttp: b525/782 bl:2.3540 bb:1.0202 rl:2.3057 rb:1.0544 dl:866-869 gd:1
ttp: b515/782 bl:2.3456 bb:1.0445 rl:2.3062 rb:1.0543 dl:838-841 gd:1
ttp: b507/782 bl:2.2990 bb:1.0294 rl:2.3061 rb:1.0540 dl:814-817 gd:1
ttp: b502/782 bl:2.3205 bb:1.0283 rl:2.3062 rb:1.0537 dl:802-804 gd:1
ttp: b495/782 bl:2.3096 bb:1.0317 rl:2.3063 rb:1.0535 dl:783-785 gd:1
ttp: b488/782 bl:2.2943 bb:1.0096 rl:2.3062 rb:1.0531 dl:766-769 gd:1
ttp: b483/782 bl:2.2585 bb:1.0304 rl:2.3057 rb:1.0528 dl:754-756 gd:1
ttp: b475/782 bl:2.3657 bb:1.0557 rl:2.3063 rb:1.0529 dl:735-737 gd:1
ttp: b467/782 bl:2.3490 bb:1.0528 rl:2.3067 rb:1.0529 dl:717-719 gd:1
ttp: b442/782 bl:2.2637 bb:1.0331 rl:2.3063 rb:1.0527 dl:664-666 gd:1
ttp: b435/782 bl:2.3146 bb:1.0223 rl:2.3064 rb:1.0524 dl:648-651 gd:1
ttp: b428/782 bl:2.3059 bb:1.0507 rl:2.3064 rb:1.0524 dl:636-638 gd:1
ttp: b421/782 bl:2.2927 bb:1.0038 rl:2.3063 rb:1.0520 dl:622-624 gd:1
ttp: b415/782 bl:2.2854 bb:1.0586 rl:2.3061 rb:1.0521 dl:611-613 gd:1
ttp: b406/782 bl:2.3052 bb:1.0615 rl:2.3061 rb:1.0522 dl:593-595 gd:1
ttp: b398/782 bl:2.2450 bb:1.0025 rl:2.3057 rb:1.0518 dl:579-581 gd:1
ttp: b390/782 bl:2.3508 bb:1.0591 rl:2.3060 rb:1.0519 dl:564-566 gd:1
ttp: b382/782 bl:2.2946 bb:1.0841 rl:2.3059 rb:1.0521 dl:550-552 gd:1
ttp: b374/782 bl:2.3055 bb:1.0394 rl:2.3059 rb:1.0520 dl:537-538 gd:1
ttp: b366/782 bl:2.3324 bb:1.0685 rl:2.3061 rb:1.0521 dl:524-525 gd:1
ttp: b358/782 bl:2.4081 bb:1.0807 rl:2.3067 rb:1.0523 dl:510-512 gd:1
ttp: b350/782 bl:2.3254 bb:1.0568 rl:2.3068 rb:1.0523 dl:497-498 gd:1
ttp: b341/782 bl:2.2983 bb:1.0765 rl:2.3067 rb:1.0524 dl:483-485 gd:1
ttp: b332/782 bl:2.3008 bb:1.0415 rl:2.3067 rb:1.0524 dl:469-471 gd:1
ttp: b325/782 bl:2.3480 bb:1.0800 rl:2.3069 rb:1.0525 dl:459-461 gd:1
ttp: b318/782 bl:2.3393 bb:1.0691 rl:2.3071 rb:1.0526 dl:448-450 gd:1
ttp: b311/782 bl:2.3483 bb:1.0824 rl:2.3073 rb:1.0527 dl:438-439 gd:1
ttp: b303/782 bl:2.3933 bb:1.0916 rl:2.3077 rb:1.0529 dl:426-427 gd:1
ttp: b295/782 bl:2.2652 bb:1.0627 rl:2.3075 rb:1.0530 dl:414-415 gd:1
ttp: b287/782 bl:2.4058 bb:1.0961 rl:2.3079 rb:1.0531 dl:402-403 gd:1
ttp: b279/782 bl:2.3198 bb:1.0961 rl:2.3080 rb:1.0533 dl:391-392 gd:1
ttp: b271/782 bl:2.3787 bb:1.1267 rl:2.3083 rb:1.0536 dl:380-382 gd:1
ttp: b263/782 bl:2.3945 bb:1.0832 rl:2.3086 rb:1.0537 dl:370-371 gd:1
ttp: b255/782 bl:2.3686 bb:1.0924 rl:2.3089 rb:1.0539 dl:360-361 gd:1
ttp: b247/782 bl:2.3481 bb:1.0930 rl:2.3090 rb:1.0540 dl:350-351 gd:1
ttp: b239/782 bl:2.3827 bb:1.1064 rl:2.3093 rb:1.0542 dl:340-341 gd:1
ttp: b231/782 bl:2.3032 bb:1.0820 rl:2.3093 rb:1.0543 dl:330-331 gd:1
ttp: b223/782 bl:2.3331 bb:1.1264 rl:2.3093 rb:1.0546 dl:321-322 gd:1
ttp: b215/782 bl:2.3911 bb:1.0960 rl:2.3096 rb:1.0547 dl:312-313 gd:1
ttp: b207/782 bl:2.3590 bb:1.1337 rl:2.3098 rb:1.0549 dl:303-304 gd:1
ttp: b199/782 bl:2.4295 bb:1.1431 rl:2.3102 rb:1.0552 dl:295-296 gd:1
ttp: b191/782 bl:2.4232 bb:1.1024 rl:2.3105 rb:1.0554 dl:285-286 gd:1
ttp: b183/782 bl:2.3185 bb:1.0678 rl:2.3105 rb:1.0554 dl:277-278 gd:1
ttp: b175/782 bl:2.3931 bb:1.1563 rl:2.3108 rb:1.0557 dl:269-270 gd:1
ttp: b166/782 bl:2.4733 bb:1.1056 rl:2.3112 rb:1.0558 dl:260-262 gd:1
ttp: b158/782 bl:2.3438 bb:1.1082 rl:2.3113 rb:1.0559 dl:253-254 gd:1
ttp: b150/782 bl:2.3297 bb:1.1062 rl:2.3113 rb:1.0561 dl:245-246 gd:1
ttp: b142/782 bl:2.3805 bb:1.1081 rl:2.3115 rb:1.0562 dl:237-238 gd:1
ttp: b133/782 bl:2.3743 bb:1.1389 rl:2.3117 rb:1.0564 dl:229-230 gd:1
ttp: b125/782 bl:2.4792 bb:1.1423 rl:2.3120 rb:1.0566 dl:222-222 gd:1
ttp: b115/782 bl:2.4610 bb:1.1647 rl:2.3124 rb:1.0568 dl:212-213 gd:1
ttp: b107/782 bl:2.4470 bb:1.1719 rl:2.3127 rb:1.0570 dl:205-206 gd:1
ttp: b98/782 bl:2.5967 bb:1.2184 rl:2.3132 rb:1.0574 dl:197-198 gd:1
ttp: b89/782 bl:2.4945 bb:1.1527 rl:2.3136 rb:1.0575 dl:189-190 gd:1
ttp: b82/782 bl:2.4833 bb:1.1820 rl:2.3139 rb:1.0578 dl:183-183 gd:1
ttp: b73/782 bl:2.5372 bb:1.2453 rl:2.3143 rb:1.0581 dl:174-175 gd:1
ttp: b64/782 bl:2.5231 bb:1.1508 rl:2.3147 rb:1.0582 dl:166-167 gd:1
ttp: b56/782 bl:2.5337 bb:1.2145 rl:2.3150 rb:1.0585 dl:159-160 gd:1
ttp: b48/782 bl:2.5281 bb:1.2189 rl:2.3154 rb:1.0587 dl:151-152 gd:1
ttp: b40/782 bl:2.4877 bb:1.1524 rl:2.3156 rb:1.0589 dl:143-144 gd:1
ttp: b33/782 bl:2.5933 bb:1.2220 rl:2.3160 rb:1.0591 dl:136-137 gd:1
ttp: b24/782 bl:2.4569 bb:1.1588 rl:2.3162 rb:1.0592 dl:127-128 gd:1
ttp: b16/782 bl:2.6281 bb:1.2593 rl:2.3165 rb:1.0594 dl:117-118 gd:1
ttp: b8/782 bl:2.7817 bb:1.2912 rl:2.3170 rb:1.0597 dl:103-105 gd:1
quantized_ttt_phased val_loss:2.32225638 val_bpb:1.06118055 eval_time:392807ms
total_eval_time:392.8s
=== Done: SEED=42 ===
